frame_idx,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67
89,1027.300537109375,1057.559814453125,1101.2099609375,1154.476318359375,1234.352783203125,1345.8970947265625,1476.432861328125,1618.3968505859375,1739.4654541015625,1824.382080078125,1866.76025390625,1898.27001953125,1924.055908203125,1938.948974609375,1948.6392822265625,1942.90771484375,1922.5247802734375,1212.8629150390625,1284.00830078125,1379.73046875,1486.5164794921875,1586.244873046875,1735.57470703125,1789.19482421875,1854.043212890625,1920.1575927734375,1956.9044189453125,1675.272216796875,1697.95751953125,1724.460205078125,1751.138671875,1612.049072265625,1672.8623046875,1732.1611328125,1775.5982666015625,1810.7325439453125,1318.1661376953125,1374.4945068359375,1446.15576171875,1510.806396484375,1450.3212890625,1377.366455078125,1748.00146484375,1791.97412109375,1854.2640380859375,1900.8016357421875,1872.30517578125,1810.05859375,1514.4879150390625,1611.46630859375,1683.7738037109375,1727.45751953125,1757.8428955078125,1790.49267578125,1819.00390625,1792.025390625,1765.6103515625,1730.88623046875,1687.1463623046875,1613.0419921875,1547.22265625,1687.0440673828125,1731.20751953125,1763.695556640625,1793.34521484375,1757.27099609375,1725.48193359375,1682.7147216796875,655.3721923828125,815.7711791992188,963.7828369140625,1101.90234375,1221.6815185546875,1316.07275390625,1380.0203857421875,1412.59619140625,1391.9873046875,1335.8624267578125,1232.9434814453125,1116.62939453125,997.8685302734375,882.99658203125,768.24169921875,654.1281127929688,545.721435546875,605.75634765625,535.04345703125,490.62158203125,479.65087890625,509.85174560546875,492.17669677734375,446.2936096191406,418.21697998046875,416.1165466308594,469.54156494140625,620.4405517578125,721.9021606445312,821.646728515625,924.0535888671875,999.1036376953125,1002.146484375,1004.925537109375,981.0144653320312,948.702880859375,679.8893432617188,631.5595092773438,622.644775390625,670.2734985351562,695.8045043945312,704.7332763671875,624.191162109375,557.8115234375,540.70703125,568.7998046875,611.1476440429688,626.1726684570312,1173.03564453125,1141.385009765625,1107.5274658203125,1110.031494140625,1088.1024169921875,1092.28076171875,1089.23095703125,1130.376220703125,1162.0526123046875,1180.8197021484375,1193.3226318359375,1201.8306884765625,1169.269287109375,1161.3223876953125,1153.7415771484375,1138.6143798828125,1102.137451171875,1090.63037109375,1110.2547607421875,1121.8505859375
90,1030.477294921875,1060.3828125,1103.424072265625,1155.5941162109375,1234.2423095703125,1344.5806884765625,1474.2315673828125,1615.9923095703125,1737.413818359375,1822.8909912109375,1864.4718017578125,1895.17333984375,1920.7216796875,1935.3865966796875,1945.144287109375,1939.441650390625,1919.555908203125,1215.662841796875,1288.627197265625,1384.3021240234375,1489.56494140625,1588.1900634765625,1740.041259765625,1791.739501953125,1854.337646484375,1918.5677490234375,1955.8970947265625,1677.5533447265625,1699.869140625,1725.98095703125,1752.33154296875,1613.46142578125,1674.023193359375,1733.2525634765625,1775.983642578125,1810.801025390625,1320.9454345703125,1377.6031494140625,1448.71337890625,1512.6700439453125,1452.064453125,1379.8782958984375,1750.49853515625,1794.313720703125,1855.401123046875,1901.5205078125,1873.05126953125,1812.193603515625,1509.6787109375,1608.55322265625,1682.817626953125,1727.079833984375,1758.4036865234375,1791.6904296875,1820.351806640625,1793.65185546875,1767.014892578125,1731.0965576171875,1687.0491943359375,1610.4674072265625,1542.16015625,1686.27099609375,1730.94140625,1764.266357421875,1794.884521484375,1758.588134765625,1725.4615478515625,1682.3096923828125,652.193603515625,812.3853759765625,959.15380859375,1097.2666015625,1217.5908203125,1313.084716796875,1378.697265625,1412.4183349609375,1392.0330810546875,1333.740966796875,1230.07666015625,1112.3265380859375,992.4309692382812,878.00048828125,765.0360717773438,653.5692749023438,546.2337036132812,602.8880615234375,535.8160400390625,492.932373046875,482.8609313964844,511.8890686035156,493.2958984375,448.958984375,422.14202880859375,418.9881896972656,467.7064208984375,619.81591796875,722.2847900390625,823.3496704101562,926.5859985351562,998.3194580078125,1001.2647705078125,1004.3091430664062,980.2628784179688,948.71533203125,677.12548828125,630.42431640625,622.290771484375,669.1184692382812,693.6907958984375,702.0521240234375,622.1320190429688,556.4755859375,539.7335815429688,566.7094116210938,608.0830078125,623.4241333007812,1166.191650390625,1136.1861572265625,1102.394775390625,1104.8443603515625,1082.6541748046875,1085.4366455078125,1078.9569091796875,1125.35400390625,1160.0587158203125,1180.049560546875,1193.1904296875,1200.5648193359375,1163.5323486328125,1156.412841796875,1149.0828857421875,1133.194091796875,1093.312255859375,1087.58837890625,1108.13232421875,1119.75390625
91,1028.8646240234375,1058.9140625,1102.0758056640625,1154.09228515625,1232.7523193359375,1342.4605712890625,1471.5555419921875,1612.6552734375,1733.919921875,1821.102783203125,1864.4359130859375,1896.35595703125,1922.717041015625,1938.767822265625,1949.198974609375,1943.9442138671875,1924.101318359375,1211.967041015625,1287.708740234375,1384.6793212890625,1490.3988037109375,1589.19873046875,1741.554931640625,1794.8812255859375,1858.151123046875,1923.5118408203125,1962.8199462890625,1678.2890625,1699.8118896484375,1724.9688720703125,1750.4105224609375,1612.0819091796875,1672.791015625,1732.275390625,1775.4295654296875,1810.846923828125,1319.408447265625,1376.69384765625,1448.8062744140625,1513.296875,1451.7022705078125,1378.3541259765625,1752.1708984375,1796.19140625,1858.243896484375,1905.1954345703125,1876.276611328125,1814.4759521484375,1507.9178466796875,1606.8216552734375,1680.809814453125,1725.447509765625,1756.864990234375,1791.3408203125,1821.655517578125,1793.51171875,1765.5078125,1729.123291015625,1684.43017578125,1608.56201171875,1541.2109375,1684.318359375,1729.342041015625,1762.8330078125,1795.186767578125,1756.99462890625,1723.6365966796875,1679.8916015625,649.8583374023438,811.451416015625,959.0855712890625,1098.039306640625,1218.128173828125,1314.0587158203125,1379.951904296875,1413.8267822265625,1394.21337890625,1336.8515625,1233.5228271484375,1116.13720703125,996.7589111328125,881.8571166992188,767.6866455078125,655.44482421875,546.883544921875,598.7800903320312,533.3533935546875,492.68572998046875,483.1708984375,512.2540283203125,494.9898986816406,450.847900390625,423.3977355957031,418.50250244140625,466.384765625,621.58251953125,725.0433959960938,827.0667724609375,931.0654296875,1001.90478515625,1004.5322875976562,1007.4329223632812,983.8714599609375,953.0134887695312,676.632568359375,630.1175537109375,622.3998413085938,670.6248168945312,695.44384765625,703.0062255859375,624.55517578125,558.1595458984375,541.329345703125,568.1209716796875,610.9443359375,626.5894165039062,1168.1514892578125,1139.919921875,1105.93994140625,1108.4915771484375,1086.6414794921875,1089.864013671875,1082.3427734375,1129.277587890625,1164.077392578125,1183.838623046875,1196.746826171875,1203.680419921875,1165.958984375,1160.14013671875,1153.0452880859375,1137.5467529296875,1097.03076171875,1090.8353271484375,1110.9482421875,1122.84912109375
92,1027.495361328125,1058.293701171875,1102.8656005859375,1155.78515625,1234.071044921875,1342.922119140625,1470.85205078125,1612.115234375,1734.3980712890625,1822.12158203125,1866.45654296875,1898.8037109375,1925.0718994140625,1942.072021484375,1953.6297607421875,1948.905517578125,1929.046142578125,1209.8095703125,1285.58349609375,1382.90478515625,1488.664306640625,1588.295166015625,1740.914794921875,1794.4486083984375,1858.852783203125,1925.939453125,1967.9307861328125,1677.022216796875,1698.21728515625,1723.031005859375,1748.040771484375,1611.2603759765625,1671.546875,1730.99365234375,1774.4228515625,1810.479736328125,1317.8980712890625,1375.2615966796875,1447.0625,1512.3604736328125,1449.4359130859375,1376.7603759765625,1753.1015625,1796.9168701171875,1859.182373046875,1907.5328369140625,1877.3426513671875,1815.189208984375,1508.4478759765625,1606.5087890625,1679.623779296875,1724.2103271484375,1754.9573974609375,1790.567138671875,1822.583984375,1793.262939453125,1764.3997802734375,1728.348876953125,1683.8416748046875,1608.525390625,1541.8011474609375,1683.348876953125,1728.328857421875,1761.16259765625,1795.8692626953125,1755.654296875,1722.5712890625,1678.982421875,647.2733764648438,809.7545776367188,957.1089477539062,1096.3748779296875,1217.262451171875,1314.802978515625,1381.2208251953125,1416.364990234375,1396.781982421875,1339.6207275390625,1236.916259765625,1119.96142578125,1000.1585693359375,884.581298828125,769.43115234375,654.1597290039062,542.3473510742188,595.55029296875,529.3732299804688,489.2143859863281,478.59100341796875,507.6312255859375,490.7603759765625,446.07171630859375,418.5369567871094,411.4754333496094,457.8955078125,618.6475830078125,722.234375,824.0743408203125,928.27685546875,1000.6151733398438,1003.4261474609375,1005.6954345703125,982.0736083984375,950.7417602539062,676.1730346679688,630.2545166015625,622.662353515625,669.602294921875,695.424072265625,702.9019165039062,621.5170288085938,556.0322265625,539.4517822265625,565.1654663085938,608.5386962890625,624.0584716796875,1172.374267578125,1142.8271484375,1106.881591796875,1108.9884033203125,1086.7716064453125,1090.342529296875,1084.7325439453125,1130.6324462890625,1164.6036376953125,1184.2568359375,1197.7237548828125,1205.8331298828125,1169.376708984375,1162.590576171875,1154.8236083984375,1138.9638671875,1098.87841796875,1090.8310546875,1110.87060546875,1123.3194580078125
93,1026.635498046875,1058.499267578125,1104.6561279296875,1158.22314453125,1235.83203125,1344.6187744140625,1472.4334716796875,1613.7294921875,1736.9217529296875,1826.692138671875,1873.48681640625,1908.2615966796875,1936.464599609375,1954.856201171875,1967.6640625,1962.012451171875,1940.9737548828125,1206.9207763671875,1281.862060546875,1379.037109375,1484.618408203125,1585.4710693359375,1737.724609375,1792.6036376953125,1858.3671875,1926.99267578125,1972.86328125,1674.501220703125,1695.3056640625,1719.649169921875,1744.0645751953125,1610.00439453125,1669.756591796875,1728.8499755859375,1772.6610107421875,1809.064453125,1316.898193359375,1374.24658203125,1445.733642578125,1511.1644287109375,1447.948974609375,1375.6163330078125,1754.812744140625,1798.25537109375,1860.5113525390625,1910.2373046875,1878.6910400390625,1816.610107421875,1509.7218017578125,1606.0941162109375,1677.88330078125,1722.815673828125,1753.1307373046875,1790.082275390625,1824.2261962890625,1793.29541015625,1763.5877685546875,1727.59814453125,1683.1446533203125,1608.684814453125,1543.0411376953125,1681.8524169921875,1727.1102294921875,1759.649169921875,1797.101318359375,1754.72119140625,1721.841552734375,1678.1707763671875,646.4114990234375,810.4658813476562,958.68701171875,1098.3828125,1220.1968994140625,1318.669921875,1385.7464599609375,1420.5833740234375,1400.276123046875,1342.7391357421875,1240.36474609375,1123.933837890625,1004.0416259765625,887.613525390625,770.6221313476562,652.8126220703125,537.927490234375,594.5751953125,527.7081909179688,487.94403076171875,476.4320068359375,503.9570617675781,488.30242919921875,443.7705993652344,415.7362365722656,406.5425720214844,450.64263916015625,618.7597045898438,721.8789672851562,823.249755859375,927.0088500976562,1000.3939819335938,1003.0762939453125,1005.0748901367188,981.4910888671875,950.2579956054688,676.628662109375,631.3801879882812,623.7512817382812,669.8408203125,695.5288696289062,702.9295043945312,620.07373046875,555.7333374023438,539.1561889648438,563.5322875976562,606.563232421875,622.2424926757812,1177.647216796875,1146.5523681640625,1109.70166015625,1111.520263671875,1089.1708984375,1092.5687255859375,1088.7738037109375,1131.849365234375,1165.474853515625,1185.017333984375,1199.2344970703125,1208.66357421875,1173.8404541015625,1165.1617431640625,1157.3133544921875,1141.305419921875,1102.1181640625,1092.2080078125,1112.3521728515625,1125.28564453125
94,1025.5474853515625,1056.3145751953125,1102.458251953125,1158.7763671875,1238.827392578125,1350.021728515625,1479.320068359375,1621.962890625,1745.44189453125,1834.1463623046875,1879.490234375,1913.670166015625,1941.7374267578125,1959.5146484375,1971.93505859375,1964.8988037109375,1942.0595703125,1205.70068359375,1277.607421875,1373.28173828125,1479.4208984375,1580.5079345703125,1732.48291015625,1786.46044921875,1853.638916015625,1923.27392578125,1968.697265625,1670.318603515625,1691.85107421875,1716.8035888671875,1741.9619140625,1609.367431640625,1669.31298828125,1728.4959716796875,1771.8443603515625,1808.206787109375,1314.25927734375,1369.871826171875,1441.382080078125,1507.9102783203125,1444.895263671875,1372.631103515625,1751.024169921875,1793.32763671875,1856.263671875,1906.837158203125,1875.031982421875,1812.299560546875,1512.400390625,1606.265869140625,1678.65771484375,1723.5113525390625,1753.239990234375,1792.818603515625,1828.033935546875,1799.126953125,1768.273681640625,1732.813720703125,1688.416259765625,1612.665283203125,1545.3865966796875,1683.7196044921875,1728.81884765625,1760.714599609375,1801.5394287109375,1758.1864013671875,1725.87060546875,1682.1622314453125,660.0347900390625,823.4971313476562,970.9342041015625,1110.0711669921875,1231.092529296875,1328.94140625,1395.017822265625,1430.720947265625,1409.14599609375,1348.9761962890625,1244.4996337890625,1127.610107421875,1006.36572265625,890.0263061523438,773.1288452148438,656.2984008789062,542.8072509765625,610.1214599609375,540.7533569335938,496.51348876953125,484.5960693359375,512.8988647460938,494.25982666015625,448.2977600097656,419.7937316894531,410.57208251953125,456.6226806640625,625.6802978515625,727.4146728515625,827.5096435546875,930.2723388671875,1005.5134887695312,1007.3829345703125,1008.8705444335938,983.8521728515625,951.3345947265625,689.0057373046875,641.7086181640625,632.5689697265625,677.43505859375,704.5645141601562,713.5011596679688,623.60595703125,558.2450561523438,541.14892578125,565.6791381835938,609.0015869140625,625.219970703125,1183.1199951171875,1147.9248046875,1109.975830078125,1110.32861328125,1087.314453125,1088.840576171875,1086.241455078125,1135.007568359375,1171.503173828125,1192.1773681640625,1207.4327392578125,1216.889404296875,1178.0518798828125,1165.3634033203125,1156.281982421875,1139.371826171875,1099.69140625,1100.2442626953125,1121.55517578125,1135.1214599609375
95,1026.6123046875,1057.07470703125,1102.6881103515625,1158.57470703125,1238.1551513671875,1349.267578125,1476.906494140625,1620.146484375,1744.2823486328125,1831.719970703125,1873.75244140625,1906.55908203125,1932.603271484375,1948.29736328125,1958.99609375,1951.492431640625,1929.2852783203125,1207.1767578125,1278.9315185546875,1374.0540771484375,1480.5611572265625,1582.209228515625,1731.444091796875,1783.4091796875,1848.8212890625,1916.2591552734375,1959.716552734375,1670.1058349609375,1692.138671875,1717.734130859375,1743.46826171875,1609.933349609375,1670.0498046875,1728.538818359375,1771.5206298828125,1807.57080078125,1314.8653564453125,1370.6519775390625,1441.53857421875,1507.7998046875,1445.5821533203125,1373.707763671875,1747.992431640625,1789.562744140625,1851.4366455078125,1901.0338134765625,1870.060791015625,1808.2001953125,1507.720703125,1603.440185546875,1678.336669921875,1723.199462890625,1753.176513671875,1792.76806640625,1827.516357421875,1799.021484375,1768.188720703125,1732.563720703125,1688.2886962890625,1610.364990234375,1540.25244140625,1683.25634765625,1728.422607421875,1760.49755859375,1802.01953125,1758.423095703125,1725.9737548828125,1682.0247802734375,664.4752807617188,826.32080078125,974.0389404296875,1113.4493408203125,1234.59912109375,1332.557861328125,1398.899169921875,1431.603271484375,1408.0107421875,1344.73828125,1240.30908203125,1123.58935546875,1003.58203125,889.5661010742188,774.9842529296875,660.0408325195312,549.1163940429688,617.6622314453125,547.2706298828125,500.6184997558594,486.3638610839844,513.427490234375,494.6586608886719,449.6542053222656,422.18475341796875,414.36248779296875,460.749755859375,624.29443359375,724.3984375,822.7682495117188,924.1229248046875,1002.9405517578125,1003.0524291992188,1003.422119140625,978.683349609375,946.219970703125,691.8438720703125,644.742431640625,635.2376098632812,679.2874145507812,705.8089599609375,715.1865234375,623.880859375,559.3168334960938,541.8952026367188,565.9808349609375,607.8798828125,624.1882934570312,1179.595947265625,1143.3773193359375,1104.512451171875,1103.7799072265625,1080.59912109375,1081.4814453125,1077.74951171875,1129.72705078125,1167.659423828125,1189.248291015625,1205.2490234375,1214.8001708984375,1174.2666015625,1158.6036376953125,1148.4537353515625,1130.713623046875,1092.1551513671875,1098.78759765625,1120.814208984375,1135.06787109375
96,1027.321533203125,1059.527587890625,1106.1474609375,1162.5224609375,1241.297119140625,1352.399658203125,1481.517578125,1626.3507080078125,1751.54736328125,1838.4378662109375,1877.975830078125,1908.7589111328125,1931.4345703125,1942.94921875,1950.346923828125,1941.240966796875,1918.4364013671875,1210.799072265625,1281.0042724609375,1375.2259521484375,1482.64990234375,1585.37451171875,1732.830078125,1783.04296875,1847.55859375,1913.3211669921875,1953.437255859375,1673.797119140625,1696.8447265625,1723.489990234375,1750.392333984375,1617.1246337890625,1676.47607421875,1734.12841796875,1776.465087890625,1812.287353515625,1319.88525390625,1375.203857421875,1444.989501953125,1511.662353515625,1450.0050048828125,1379.384521484375,1747.945068359375,1788.568359375,1849.0048828125,1897.47265625,1866.75,1806.33935546875,1507.54638671875,1606.4432373046875,1684.9957275390625,1731.876708984375,1763.1982421875,1804.00830078125,1838.353759765625,1811.6475830078125,1780.082275390625,1742.906494140625,1696.724853515625,1614.011474609375,1539.5531005859375,1690.00146484375,1737.0758056640625,1770.56494140625,1813.9296875,1769.9775390625,1736.074951171875,1689.78662109375,681.1973266601562,840.5887451171875,985.4868774414062,1123.06298828125,1242.6385498046875,1339.196044921875,1403.8701171875,1433.759521484375,1409.6929931640625,1343.389404296875,1236.730712890625,1120.40283203125,1002.2425537109375,890.98486328125,779.4847412109375,667.9756469726562,560.61962890625,628.760009765625,556.4884033203125,507.15765380859375,488.34613037109375,514.7467041015625,495.4678649902344,451.7493896484375,426.6510314941406,420.62213134765625,468.1298828125,621.3695678710938,717.5629272460938,812.4780883789062,911.0062866210938,993.1761474609375,992.041015625,991.7451171875,966.918212890625,934.585693359375,696.5509643554688,649.4968872070312,639.1178588867188,680.427734375,705.6710815429688,715.7149658203125,624.0758056640625,562.235107421875,544.5306396484375,567.8851928710938,606.6543579101562,622.39306640625,1171.706787109375,1133.810791015625,1094.8582763671875,1092.7987060546875,1068.655029296875,1066.577880859375,1062.7884521484375,1121.0460205078125,1162.94677734375,1185.5540771484375,1202.6099853515625,1211.7431640625,1166.204345703125,1146.1553955078125,1134.9674072265625,1115.8818359375,1077.597412109375,1096.5892333984375,1120.245849609375,1135.7564697265625
97,1027.156982421875,1060.6134033203125,1107.82861328125,1165.5889892578125,1243.8248291015625,1353.77783203125,1483.299072265625,1629.1385498046875,1754.3394775390625,1840.666259765625,1879.197021484375,1910.095703125,1932.611083984375,1943.1246337890625,1949.6949462890625,1940.031494140625,1917.53564453125,1208.04541015625,1275.58935546875,1369.4779052734375,1477.4178466796875,1582.2080078125,1724.4483642578125,1776.1766357421875,1842.6356201171875,1909.329345703125,1949.8975830078125,1669.177978515625,1692.6402587890625,1719.7161865234375,1747.1563720703125,1614.79931640625,1674.255859375,1732.0130615234375,1774.837158203125,1811.1385498046875,1316.9849853515625,1372.268310546875,1441.54052734375,1508.99072265625,1446.6258544921875,1376.7440185546875,1744.9166259765625,1785.5023193359375,1845.2650146484375,1894.3453369140625,1862.4462890625,1802.669921875,1503.835205078125,1602.1871337890625,1682.8094482421875,1731.722412109375,1764.2950439453125,1808.1005859375,1843.13623046875,1817.1317138671875,1783.419189453125,1745.1759033203125,1696.936279296875,1611.1962890625,1535.382080078125,1688.1873779296875,1737.258056640625,1771.93701171875,1819.23388671875,1772.8988037109375,1737.6932373046875,1689.2125244140625,691.5614013671875,849.9345092773438,993.9488525390625,1129.437255859375,1247.386474609375,1343.908447265625,1409.14892578125,1438.26513671875,1413.529052734375,1345.52392578125,1236.9039306640625,1120.7574462890625,1002.6502685546875,891.3580322265625,781.1710815429688,670.0518798828125,562.8372802734375,639.4765014648438,565.2332153320312,513.9909057617188,492.26873779296875,516.3797607421875,497.30902099609375,454.80108642578125,431.6730041503906,427.194091796875,475.50640869140625,623.403564453125,718.2116088867188,811.8705444335938,909.2994995117188,991.4100341796875,989.7813110351562,989.0806274414062,963.0550537109375,929.8717651367188,702.0037841796875,655.587646484375,644.8963623046875,684.6445922851562,709.2444458007812,719.2762451171875,626.50830078125,566.1295166015625,548.3241577148438,570.7913208007812,608.0096435546875,623.577880859375,1170.3629150390625,1130.8912353515625,1091.743896484375,1088.523681640625,1064.0313720703125,1059.946533203125,1056.806884765625,1120.9886474609375,1166.26953125,1189.245361328125,1206.612060546875,1214.397216796875,1164.9814453125,1141.25146484375,1129.214111328125,1109.4144287109375,1071.8116455078125,1100.8035888671875,1124.95849609375,1140.6820068359375
98,1023.4510498046875,1058.629638671875,1107.30517578125,1166.079833984375,1245.8994140625,1356.8671875,1489.087158203125,1637.13525390625,1762.9130859375,1848.860107421875,1885.723876953125,1914.65869140625,1933.0087890625,1939.431640625,1943.875,1934.13525390625,1910.718994140625,1205.135009765625,1272.3377685546875,1367.227294921875,1475.76171875,1581.654052734375,1725.4339599609375,1776.3477783203125,1841.849609375,1907.590576171875,1946.398193359375,1671.2451171875,1695.774169921875,1723.9615478515625,1752.50244140625,1618.740234375,1678.36572265625,1736.4102783203125,1778.945556640625,1815.019287109375,1316.851806640625,1372.0068359375,1440.94482421875,1508.9388427734375,1446.4049072265625,1376.8905029296875,1744.681396484375,1784.7958984375,1844.06494140625,1892.607666015625,1860.5760498046875,1801.488037109375,1503.212890625,1604.3721923828125,1686.7252197265625,1737.7818603515625,1772.480712890625,1816.54931640625,1850.163818359375,1826.219970703125,1792.9686279296875,1752.40673828125,1702.0660400390625,1613.5203857421875,1534.4146728515625,1691.9580078125,1743.1142578125,1780.1103515625,1826.62939453125,1781.941650390625,1744.5262451171875,1693.6614990234375,694.135498046875,854.0980834960938,999.9998168945312,1136.43505859375,1255.0745849609375,1351.7313232421875,1416.4046630859375,1444.25341796875,1418.8358154296875,1348.9500732421875,1236.9332275390625,1119.0013427734375,999.8380126953125,887.8388061523438,779.4403686523438,668.7872314453125,562.1595458984375,646.07861328125,570.3092041015625,518.2247924804688,495.7096862792969,519.984375,499.88897705078125,458.6695556640625,436.88275146484375,433.16412353515625,482.3714904785156,622.185791015625,715.5157470703125,808.1873779296875,905.0631103515625,987.2862548828125,985.7732543945312,985.288330078125,958.765869140625,925.5966796875,701.548095703125,656.35546875,645.8289794921875,684.2534790039062,707.4197998046875,717.6204833984375,626.62109375,567.77978515625,550.4268798828125,572.0742797851562,607.2832641601562,622.5269775390625,1168.674560546875,1129.08740234375,1090.69775390625,1087.3658447265625,1061.807373046875,1055.7537841796875,1051.0216064453125,1118.921630859375,1166.39990234375,1190.357421875,1207.85400390625,1214.53564453125,1163.1787109375,1137.87158203125,1125.8807373046875,1104.710693359375,1066.389892578125,1101.616455078125,1127.19580078125,1142.83740234375
99,1020.2747802734375,1055.479736328125,1105.47998046875,1167.037353515625,1250.3690185546875,1363.476806640625,1497.888671875,1646.8511962890625,1773.3427734375,1858.896728515625,1894.934326171875,1923.392333984375,1940.8785400390625,1945.93701171875,1948.8642578125,1937.002197265625,1910.99853515625,1204.5809326171875,1272.024658203125,1366.863037109375,1476.4075927734375,1583.11865234375,1729.1409912109375,1778.4344482421875,1843.26708984375,1908.8876953125,1946.16357421875,1674.8311767578125,1700.372802734375,1729.4920654296875,1759.176513671875,1625.4061279296875,1684.770263671875,1743.004150390625,1785.365966796875,1821.557861328125,1319.949462890625,1375.222412109375,1443.9539794921875,1512.4462890625,1450.1458740234375,1380.6456298828125,1747.4669189453125,1786.4599609375,1845.62744140625,1894.2427978515625,1862.8953857421875,1803.86328125,1508.5103759765625,1611.27783203125,1694.401611328125,1746.707275390625,1782.365478515625,1826.4169921875,1860.1881103515625,1837.6915283203125,1804.841796875,1763.3240966796875,1711.5445556640625,1621.4375,1539.67041015625,1700.11474609375,1752.2667236328125,1790.26904296875,1837.066650390625,1793.01318359375,1754.623046875,1702.50732421875,698.3424072265625,859.3621826171875,1007.1331787109375,1144.6923828125,1263.904052734375,1359.998046875,1423.4483642578125,1449.912841796875,1423.45654296875,1351.6617431640625,1237.0484619140625,1117.051513671875,996.05615234375,882.7920532226562,774.388916015625,663.0025634765625,557.31787109375,649.7998657226562,573.7703857421875,522.1976928710938,499.2553405761719,523.4234619140625,501.6863098144531,458.8668518066406,434.3352966308594,429.286376953125,479.720703125,623.041748046875,715.7410278320312,807.8364868164062,904.082763671875,986.7991943359375,984.77392578125,984.2437133789062,956.87109375,922.7424926757812,704.8793334960938,660.1712646484375,649.14306640625,686.2811279296875,710.1136474609375,720.639404296875,627.0721435546875,568.5797119140625,550.0713500976562,570.0392456054688,606.6976318359375,622.7816162109375,1169.3436279296875,1129.822021484375,1091.85400390625,1088.5987548828125,1061.8282470703125,1053.5474853515625,1047.039306640625,1118.9691162109375,1168.98095703125,1193.2578125,1211.3050537109375,1217.312744140625,1163.399658203125,1137.142578125,1124.822509765625,1102.521728515625,1062.808349609375,1104.7537841796875,1131.6217041015625,1147.135009765625
100,1019.4849853515625,1054.00341796875,1103.0833740234375,1164.706787109375,1248.707763671875,1362.73388671875,1497.7186279296875,1647.087890625,1772.2532958984375,1856.2147216796875,1892.384765625,1922.3277587890625,1940.1368408203125,1945.6796875,1948.40966796875,1937.0179443359375,1911.8662109375,1206.892822265625,1273.18505859375,1368.5162353515625,1478.2642822265625,1584.7899169921875,1728.8006591796875,1778.435791015625,1843.31201171875,1907.9461669921875,1943.458984375,1675.09423828125,1701.2127685546875,1731.0264892578125,1761.287109375,1627.4332275390625,1686.19775390625,1743.9754638671875,1786.5311279296875,1821.8343505859375,1322.122314453125,1377.801025390625,1445.663818359375,1513.69287109375,1452.0615234375,1383.3651123046875,1746.638916015625,1785.268798828125,1843.337646484375,1891.2369384765625,1860.2232666015625,1802.106201171875,1510.0767822265625,1613.158203125,1696.1317138671875,1748.210205078125,1783.955810546875,1827.131591796875,1860.1866455078125,1837.1920166015625,1804.448974609375,1763.3082275390625,1711.910888671875,1621.9993896484375,1540.596435546875,1701.4039306640625,1753.2650146484375,1791.37841796875,1837.973388671875,1793.7275390625,1755.41748046875,1703.44775390625,696.4874877929688,858.906494140625,1009.1487426757812,1147.48193359375,1267.04052734375,1362.57958984375,1426.8060302734375,1454.03857421875,1428.436767578125,1354.4451904296875,1236.7891845703125,1116.193359375,994.5914306640625,880.99169921875,773.3938598632812,662.4869384765625,556.84814453125,653.788818359375,577.7649536132812,525.019287109375,503.2644348144531,527.4573974609375,505.59417724609375,463.706787109375,439.8139953613281,435.1414794921875,485.361328125,625.3892822265625,719.083251953125,812.1416015625,909.1915893554688,987.30126953125,986.2003784179688,986.0239868164062,958.3990478515625,923.2734375,705.57373046875,663.2418212890625,652.164794921875,687.341064453125,711.1491088867188,721.8482666015625,628.5809326171875,572.3773803710938,553.7978515625,571.9574584960938,608.7064208984375,624.274658203125,1170.791259765625,1132.2337646484375,1096.0224609375,1093.0576171875,1066.8035888671875,1057.483154296875,1049.07421875,1121.753173828125,1171.0230712890625,1195.279296875,1212.9937744140625,1218.643798828125,1164.5274658203125,1139.60107421875,1127.617919921875,1105.2017822265625,1064.890380859375,1109.4736328125,1136.593017578125,1151.465576171875
